,cell,composite,dataType,dataVersion,dateResubmitted,dateSubmitted,dateUnrestricted,dccAccession,geoSampleAccession,grant,lab,labExpId,labVersion,md5sum,objStatus,origAssembly,project,replicate,seqPlatform,size,subId,submittedDataVersion,tableName,treatment,type,view
362,Th1,wgEncodeUwDgf,DnaseDgf,ENCODE Jul 2012 Freeze,NA,2012-07-16,2013-04-16,wgEncodeEH000478,GSM646569,Stam,UW,DS18018,Hotspot-v5.2,4ef9962e3d8924efd611607528b51062,NA,hg19,wgEncode,2,Illumina_HiSeq_2000,4.7M,7352,NA,wgEncodeUwDgfTh1HotspotsRep2,None,broadPeak,Hotspots
363,Th1,wgEncodeUwDgf,DnaseDgf,ENCODE June 2010 Freeze,2010-06-21,2009-10-05,2010-07-05,wgEncodeEH000478,GSM646569,Stam,UW,DS7840,lmax-v1.0,cffb4934daeb9b6157d9d3c0ae1c7f4e,NA,hg18,wgEncode,NA,NA,1.6M,1816,NA,wgEncodeUwDgfTh1Pk,NA,narrowPeak,Peaks
364,Th1,wgEncodeUwDgf,DnaseDgf,ENCODE Jul 2012 Freeze,NA,2012-07-16,2013-04-16,wgEncodeEH000478,GSM646569,Stam,UW,DS18018,lmax-v1.0,0fb9325e2080effc68e4609e315a36bc,NA,hg19,wgEncode,2,Illumina_HiSeq_2000,2.3M,7352,NA,wgEncodeUwDgfTh1PkRep2,None,narrowPeak,Peaks
365,Th1,wgEncodeUwDgf,DnaseDgf,ENCODE June 2010 Freeze,2010-06-21,2009-10-05,2010-07-05,wgEncodeEH000478,GSM646569,Stam,UW,DS7840,WindowDensity-bin20-win+/-75,c6d4f1ff00ea0db0d19c18022869c2d7,NA,hg18,wgEncode,NA,NA,282M,1816,NA,wgEncodeUwDgfTh1Raw,NA,bigWig,RawSignal
366,Th1,wgEncodeUwDgf,DnaseDgf,ENCODE Sep 2009 Freeze,NA,2009-10-05,2010-07-05,wgEncodeEH000478,GSM646569,Stam,UW,DS7840,NA,4f0aac4b373f57a8456830f7cbbc1f36,NA,hg18,wgEncode,NA,NA,7.8G,637,NA,NA,NA,fastq,RawData
367,Th1,wgEncodeUwDgf,DnaseDgf,ENCODE Jul 2012 Freeze,NA,2012-07-16,2013-04-16,wgEncodeEH000478,GSM646569,Stam,UW,DS18018,NA,bf5fa887e79fefe62c721faf0d52f2a4,NA,hg19,wgEncode,2,Illumina_HiSeq_2000,11G,7352,NA,NA,None,fastq,RawData
368,Th1,wgEncodeUwDgf,DnaseDgf,ENCODE Jul 2012 Freeze,NA,2012-07-16,2013-04-16,wgEncodeEH000478,GSM646569,Stam,UW,DS18018,WindowDensity-bin20-win+/-75,0216f4b9a4aaddd445ca3830952d4d43,NA,hg19,wgEncode,2,Illumina_HiSeq_2000,394M,7352,NA,wgEncodeUwDgfTh1RawRep2,None,bigWig,RawSignal
369,Th1,wgEncodeUwDgf,DnaseDgf,ENCODE June 2010 Freeze,2010-06-21,2009-10-05,2010-07-05,wgEncodeEH000478,GSM646569,Stam,UW,DS7840,NA,23bafdaae53fc7745fa8fb62e5cfaa28,NA,hg18,wgEncode,NA,NA,327M,1816,NA,wgEncodeUwDgfTh1Sig,NA,bigWig,Signal
370,Th1,wgEncodeUwDgf,DnaseDgf,ENCODE Jul 2012 Freeze,NA,2012-07-16,2013-04-16,wgEncodeEH000478,GSM646569,Stam,UW,DS18018,NA,82c79236ddd3ea0533aadc070841b94a,NA,hg19,wgEncode,2,Illumina_HiSeq_2000,836M,7352,NA,wgEncodeUwDgfTh1SigRep2,None,bigWig,Signal
371,Th1_Wb33676984,wgEncodeUwDgf,DnaseDgf,ENCODE Jul 2012 Freeze,NA,2012-07-12,2013-04-12,wgEncodeEH003159,NA,Stam,UW,DS18015,Bowtie 0.12.7,6cf0bedf6a1c6fe72301a095b4376400,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,8.7G,7353,NA,NA,None,bam,Alignments
372,Th1_Wb33676984,wgEncodeUwDgf,DnaseDgf,ENCODE Jul 2012 Freeze,NA,2012-07-12,2013-04-12,wgEncodeEH003159,NA,Stam,UW,DS18015,Bowtie 0.12.7,54f4de586733513740cf0c7ab0ab1b37,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,7.5M,7353,NA,NA,None,bai,Alignments
373,Th1_Wb33676984,wgEncodeUwDgf,DnaseDgf,ENCODE Jul 2012 Freeze,NA,2012-07-12,2013-04-12,wgEncodeEH003159,GSM1014540,Stam,UW,DS18015,Hotspot-v5.2,51c7ec24fae5f3a6642f7a100bc72347,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,3.3M,7353,NA,wgEncodeUwDgfTh1wb33676984Hotspots,None,broadPeak,Hotspots
374,Th1_Wb33676984,wgEncodeUwDgf,DnaseDgf,ENCODE Jul 2012 Freeze,NA,2012-07-12,2013-04-12,wgEncodeEH003159,GSM1014540,Stam,UW,DS18015,lmax-v1.0,1c2639bca97fb98cd8175b6ddbf3a05c,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,1.9M,7353,NA,wgEncodeUwDgfTh1wb33676984Pk,None,narrowPeak,Peaks
375,Th1_Wb33676984,wgEncodeUwDgf,DnaseDgf,ENCODE Jul 2012 Freeze,NA,2012-07-12,2013-04-12,wgEncodeEH003159,GSM1014540,Stam,UW,DS18015,WindowDensity-bin20-win+/-75,e9cf60685598428dc46b19be136228db,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,368M,7353,NA,wgEncodeUwDgfTh1wb33676984Raw,None,bigWig,RawSignal
376,Th1_Wb33676984,wgEncodeUwDgf,DnaseDgf,ENCODE Jul 2012 Freeze,NA,2012-07-12,2013-04-12,wgEncodeEH003159,GSM1014540,Stam,UW,DS18015,NA,86c7f65ff4af45acceea2ab3b3bc9951,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,6.4G,7353,NA,NA,None,fastq,RawData
377,Th1_Wb33676984,wgEncodeUwDgf,DnaseDgf,ENCODE Jul 2012 Freeze,NA,2012-07-12,2013-04-12,wgEncodeEH003159,GSM1014540,Stam,UW,DS18015,NA,7bcfa501f414062634f2f8b71082d7f6,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,638M,7353,NA,wgEncodeUwDgfTh1wb33676984Sig,None,bigWig,Signal
378,Th2,wgEncodeUwDgf,DnaseDgf,ENCODE Jul 2012 Freeze,NA,2012-07-13,2013-04-12,wgEncodeEH003162,NA,Stam,UW,DS17603,Bowtie 0.12.7,3e4aae075375f7b164e92990bed7e85b,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,14G,7356,NA,NA,None,bam,Alignments
379,Th2,wgEncodeUwDgf,DnaseDgf,ENCODE Jul 2012 Freeze,NA,2012-07-13,2013-04-12,wgEncodeEH003162,NA,Stam,UW,DS17603,Bowtie 0.12.7,d6e992f67ff7bbffabd7b8ab19295b3b,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,7.8M,7356,NA,NA,None,bai,Alignments
380,Th2,wgEncodeUwDgf,DnaseDgf,ENCODE Jul 2012 Freeze,NA,2012-07-13,2013-04-12,wgEncodeEH003162,GSM1014521,Stam,UW,DS17603,Hotspot-v5.2,c375274857463e5a6da09a3978f62f19,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,2.7M,7356,NA,wgEncodeUwDgfTh2Hotspots,None,broadPeak,Hotspots
381,Th2,wgEncodeUwDgf,DnaseDgf,ENCODE Jul 2012 Freeze,NA,2012-07-13,2013-04-12,wgEncodeEH003162,GSM1014521,Stam,UW,DS17603,lmax-v1.0,ff297923683e2ce58db66a797daef1ab,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,1.8M,7356,NA,wgEncodeUwDgfTh2Pk,None,narrowPeak,Peaks
382,Th2,wgEncodeUwDgf,DnaseDgf,ENCODE Jul 2012 Freeze,NA,2012-07-13,2013-04-12,wgEncodeEH003162,GSM1014521,Stam,UW,DS17603,WindowDensity-bin20-win+/-75,94128cf8a4872251cfb1930fc38f91c0,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,391M,7356,NA,wgEncodeUwDgfTh2Raw,None,bigWig,RawSignal
383,Th2,wgEncodeUwDgf,DnaseDgf,ENCODE Jul 2012 Freeze,NA,2012-07-13,2013-04-12,wgEncodeEH003162,GSM1014521,Stam,UW,DS17603,NA,6ab5d6290a9c455cb3f9004581c385eb,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,11G,7356,NA,NA,None,fastq,RawData
384,Th2,wgEncodeUwDgf,DnaseDgf,ENCODE Jul 2012 Freeze,NA,2012-07-13,2013-04-12,wgEncodeEH003162,GSM1014521,Stam,UW,DS17603,NA,ddc2cc513bfb2ce3af8f181382d5b1d5,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,842M,7356,NA,wgEncodeUwDgfTh2Sig,None,bigWig,Signal
385,Th2_Wb54553204,wgEncodeUwDgf,DnaseDgf,ENCODE Jul 2012 Freeze,NA,2012-07-12,2013-04-12,wgEncodeEH003160,NA,Stam,UW,DS17597,Bowtie 0.12.7,9cb853205d6c46251baf06a40967db91,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,14G,7354,NA,NA,None,bam,Alignments
386,Th2_Wb54553204,wgEncodeUwDgf,DnaseDgf,ENCODE Jul 2012 Freeze,NA,2012-07-12,2013-04-12,wgEncodeEH003160,NA,Stam,UW,DS17597,Bowtie 0.12.7,2cd57810077026bb625db362fed0094f,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,7.2M,7354,NA,NA,None,bai,Alignments
387,Th2_Wb54553204,wgEncodeUwDgf,DnaseDgf,ENCODE Jul 2012 Freeze,NA,2012-07-12,2013-04-12,wgEncodeEH003160,GSM1014522,Stam,UW,DS17597,Hotspot-v5.2,103d038e7aec777364ace9cabdcf8f5f,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,2.2M,7354,NA,wgEncodeUwDgfTh2wb54553204Hotspots,None,broadPeak,Hotspots
388,Th2_Wb54553204,wgEncodeUwDgf,DnaseDgf,ENCODE Jul 2012 Freeze,NA,2012-07-12,2013-04-12,wgEncodeEH003160,GSM1014522,Stam,UW,DS17597,lmax-v1.0,34cf72458bd0abe7287adc424c3c42c6,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,1.9M,7354,NA,wgEncodeUwDgfTh2wb54553204Pk,None,narrowPeak,Peaks
389,Th2_Wb54553204,wgEncodeUwDgf,DnaseDgf,ENCODE Jul 2012 Freeze,NA,2012-07-12,2013-04-12,wgEncodeEH003160,GSM1014522,Stam,UW,DS17597,WindowDensity-bin20-win+/-75,397f3169da220b869c5529e30a2a3bf1,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,338M,7354,NA,wgEncodeUwDgfTh2wb54553204Raw,None,bigWig,RawSignal
390,Th2_Wb54553204,wgEncodeUwDgf,DnaseDgf,ENCODE Jul 2012 Freeze,NA,2012-07-12,2013-04-12,wgEncodeEH003160,GSM1014522,Stam,UW,DS17597,NA,0f56ed080443fb9728bd01dd69dd9d03,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,14G,7354,NA,NA,None,fastq,RawData
391,Th2_Wb54553204,wgEncodeUwDgf,DnaseDgf,ENCODE Jul 2012 Freeze,NA,2012-07-12,2013-04-12,wgEncodeEH003160,GSM1014522,Stam,UW,DS17597,NA,13b9498248952e9355f807b064dc7558,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,514M,7354,NA,wgEncodeUwDgfTh2wb54553204Sig,None,bigWig,Signal
392,Treg_Wb78495824,wgEncodeUwDgf,DnaseDgf,ENCODE Jul 2012 Freeze,NA,2012-07-12,2013-04-12,wgEncodeEH003161,NA,Stam,UW,DS14702,Bowtie 0.12.7,da4e44046331c499d76e9f1edd5e5782,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,7.8G,7355,NA,NA,None,bam,Alignments
393,Treg_Wb78495824,wgEncodeUwDgf,DnaseDgf,ENCODE Jul 2012 Freeze,NA,2012-07-12,2013-04-12,wgEncodeEH003161,NA,Stam,UW,DS14702,Bowtie 0.12.7,7ef28269a3c5db7188d563d138bd1ba7,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,7.2M,7355,NA,NA,None,bai,Alignments
394,Treg_Wb78495824,wgEncodeUwDgf,DnaseDgf,ENCODE Jul 2012 Freeze,NA,2012-07-12,2013-04-12,wgEncodeEH003161,GSM1014523,Stam,UW,DS14702,Hotspot-v5.2,1f8f56c7671c1e24ac05d24e23449490,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,2.6M,7355,NA,wgEncodeUwDgfTregwb78495824Hotspots,None,broadPeak,Hotspots
395,Treg_Wb78495824,wgEncodeUwDgf,DnaseDgf,ENCODE Jul 2012 Freeze,NA,2012-07-12,2013-04-12,wgEncodeEH003161,GSM1014523,Stam,UW,DS14702,lmax-v1.0,3825118b4bdce02be34967e1e073905e,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,1.9M,7355,NA,wgEncodeUwDgfTregwb78495824Pk,None,narrowPeak,Peaks
396,Treg_Wb78495824,wgEncodeUwDgf,DnaseDgf,ENCODE Jul 2012 Freeze,NA,2012-07-12,2013-04-12,wgEncodeEH003161,GSM1014523,Stam,UW,DS14702,WindowDensity-bin20-win+/-75,035d2127ec6a4c34a457ebd7ea0f3797,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,336M,7355,NA,wgEncodeUwDgfTregwb78495824Raw,None,bigWig,RawSignal
397,Treg_Wb78495824,wgEncodeUwDgf,DnaseDgf,ENCODE Jul 2012 Freeze,NA,2012-07-12,2013-04-12,wgEncodeEH003161,GSM1014523,Stam,UW,DS14702,NA,3f9ff5b094e6da15c098e7c30418b811,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,6.8G,7355,NA,NA,None,fastq,RawData
398,Treg_Wb78495824,wgEncodeUwDgf,DnaseDgf,ENCODE Jul 2012 Freeze,NA,2012-07-12,2013-04-12,wgEncodeEH003161,GSM1014523,Stam,UW,DS14702,NA,3015a0c1797decae37e2319da0f5f1c1,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,484M,7355,NA,wgEncodeUwDgfTregwb78495824Sig,None,bigWig,Signal
